node_id,offset_id,lat,lon,bearing
638345458,-20,-38.164117203073815,145.10191188554293,-156.63308527325063
638345458,-10,-38.16403450154621,145.10195714282258,-156.63308527325063
638345458,0,-38.1639518,145.1020024,22.246728873774174
638345458,10,-38.163868198912255,145.1020449231519,21.879679036897624
638345458,20,-38.16378459780793,145.10208744620672,21.879679036897624
638345398,-20,-38.16179386505896,145.1030860307341,-158.51873773167307
638345398,-10,-38.161710032537506,145.1031278154149,-158.51873773167307
638345398,0,-38.1616262,145.1031696,21.481881785276396
638345398,10,-38.16154236797496,145.10321138619048,21.482180186725294
638345398,20,-38.16145853593386,145.10325317228526,21.482180186725294
30204323,0,-38.1667063,145.1017474,76.7107721233107
30204323,10,-38.1666859,145.1018568,76.7107721233107
30204323,20,-38.1666859,145.1018568,76.7107721233107
768939438,0,-38.1617072,145.1034045,292.80121075185053
768939438,10,-38.161672286738664,145.10329931258758,-67.19878924814947
768939438,20,-38.16166820000001,145.103287,-67.19878924814947
638345374,-20,-38.1617072,145.1034045,112.80128335307644
638345374,-10,-38.16170311327238,145.1033921874007,112.80128335307644
638345374,0,-38.1616682,145.103287,293.5928109596782
638345374,10,-38.16163101797382,145.10318306736045,-65.62429349743115
638345374,20,-38.1616262,145.1031696,-65.62429349743115
638345398,-20,-38.161668200000015,145.10328699999997,114.37577904194121
638345398,-10,-38.16166338203812,145.10327353262585,114.37577904194121
638345398,0,-38.1616262,145.1031696,294.71885410581575
638345398,10,-38.1615902,145.1030724,-64.86912341087702
638345398,20,-38.1615902,145.1030724,-64.86912341087702
339937530,-20,-38.16339940000001,145.1003353,53.19411514561779
339937530,-10,-38.1634414262575,145.10026416190334,53.19411514561779
339937530,0,-38.1634954,145.1001728,233.194014735743
339937530,-20,-38.16364481290069,145.10030034771117,146.02062378985605
339937530,-10,-38.163570106468136,145.10023657379054,146.02062378985605
339937530,0,-38.1634954,145.1001728,320.37944654947535
339937530,10,-38.163434617164505,145.10008857725146,-47.57018715521774
339937530,20,-38.16337383426797,145.10000435464275,-47.57018715521774
607649480,0,-38.1696922,145.1050454,58.18647214579035
607649480,10,-38.1696731,145.1050844,58.18647214579035
607649480,20,-38.1696731,145.1050844,58.18647214579035
2163733811,0,-38.1686374,145.1042149,59.445345730263725
2163733811,10,-38.168591601621074,145.10431316940367,59.445345730263725
2163733811,20,-38.16854580315955,145.10441143868437,59.445345730263725
367133489,-20,-38.16814749860725,145.10526606394646,-120.55542531608364
367133489,-10,-38.168101699344916,145.1053643320347,-120.55542531608364
367133489,0,-38.1680559,145.1054626,60.91959073968452
367133489,10,-38.16801680566011,145.10556540974846,64.28179684316714
367133489,20,-38.16797771122996,145.1056682193871,64.28179684316714
367133492,-20,-38.167239575475506,145.1073604078871,-121.54903618328655
367133492,-10,-38.16719243777819,145.10745765400617,-121.54903618328655
367133492,0,-38.1671453,145.1075549,58.42140586686631
367133492,10,-38.167097848734564,145.10765190101557,58.21677782024415
367133492,20,-38.16707519999999,145.10769819999996,58.21677782024415
1323577928,-20,-38.16679959405708,145.10800678715685,-148.53943016731225
1323577928,-10,-38.16672274704415,145.10806634364098,-148.53943016731225
1323577928,0,-38.1666459,145.1081259,31.477731313579053
1323577928,10,-38.166569094853884,145.10818554294747,31.51162602810808
1323577928,20,-38.1665555,145.1081961,31.51162602810808
1323522592,-20,-38.166445141603184,145.1083903538512,-125.73871096330346
1323522592,-10,-38.16639252083836,145.10848297699218,-125.73871096330346
1323522592,0,-38.1663399,145.1085756,56.18775140605808
1323522592,10,-38.16629072319903,145.10867121113094,56.916532291428496
1323522592,20,-38.16624154631982,145.1087668221334,56.916532291428496
367133496,-20,-38.16590595506116,145.10941928013372,-123.08410721774254
367133496,-10,-38.16585677756971,145.1095148901311,-123.08410721774254
367133496,0,-38.1658076,145.1096105,55.431615986282246
367133496,10,-38.16575230579752,145.10970058907586,52.137897208549525
367133496,20,-38.16569701152541,145.10979067801563,52.137897208549525
768939492,-20,-38.1624954242854,145.11021182287183,150.05289102758144
768939492,-10,-38.16241736215703,145.11015486137518,150.05289102758144
768939492,0,-38.1623393,145.1100979,330.0527205632968
768939492,10,-38.162261237909355,145.1100409385373,-29.947230080180667
768939492,20,-38.16218317579005,145.10998397719607,-29.947230080180667
768939447,-20,-38.16102420732892,145.10397515369945,100.26470564826204
768939447,-10,-38.16100815371815,145.1038628768251,100.26470564826204
768939447,0,-38.1609921,145.1037506,280.24973877860737
768939447,10,-38.16097649999999,145.103641,-79.78087378191375
768939447,20,-38.16097649999999,145.103641,-79.78087378191375
367133524,-20,-38.16099210000001,145.1037506,100.2191939369803
367133524,-10,-38.16099210000001,145.1037506,100.2191939369803
367133524,0,-38.1609765,145.103641,280.2191262180862
638345458,0,-38.1639518,145.1020024,111.69776760062929
638345458,10,-38.1639851073349,145.1021084228104,111.69776760062929
638345458,20,-38.1639922,145.10213099999999,111.69776760062929
367133525,-20,-38.1639518,145.1020024,-68.30231186312662
367133525,-10,-38.16395889268551,145.10202497716907,-68.30231186312662
367133525,0,-38.1639922,145.102131,116.41691712113459
367133525,10,-38.16403843742435,145.10222893285004,120.87948154273126
367133525,20,-38.16405149999999,145.1022566,120.87948154273126
768939466,-20,-38.16399220000001,145.102131,-59.12059606736821
768939466,-10,-38.16400526259882,145.10215866711502,-59.12059606736821
768939466,0,-38.1640515,145.1022566,120.88351024266473
768939466,10,-38.164088199999995,145.1023343,120.88994421390788
768939466,20,-38.164088199999995,145.1023343,120.88994421390788
3113751867,-20,-38.16436262532307,145.10253737423116,-30.295410698006652
3113751867,-10,-38.164440412676164,145.10259493705442,-30.295410698006652
3113751867,0,-38.1645182,145.1026525,147.9079952743282
3113751867,10,-38.16459182433367,145.10271826256925,144.80819236066415
3113751867,20,-38.16466544862959,145.10278402527072,144.80819236066415
367133527,-20,-38.164606951461415,145.10273177441036,-35.1919378975538
367133527,-10,-38.16468057574958,145.10279753713903,-35.1919378975538
367133527,0,-38.1647542,145.1028633,147.32738812983894
367133527,10,-38.164830345003175,145.10292428437393,147.69408293388454
367133527,20,-38.164906489973696,145.10298526887476,147.69408293388454
367133528,-20,-38.166277611333086,145.10408342604867,-32.306746398493125
367133528,-10,-38.16635375568287,145.1041444129609,-32.306746398493125
367133528,0,-38.1664299,145.1042054,148.005246621526
367133528,10,-38.166506841905985,145.1042647593642,148.6552127834105
367133528,20,-38.16658378378095,145.10432411885316,148.6552127834105
768939510,-20,-38.16708561674766,145.10471127901988,-31.34517319028533
768939510,-10,-38.167162558389336,145.10477063944754,-31.34517319028533
768939510,0,-38.1672395,145.10483,148.59970523399036
768939510,10,-38.167316351064486,145.10488954850226,148.5443390383626
768939510,20,-38.16739320209778,145.10494909712952,148.5443390383626
367133489,-20,-38.16790219844037,145.10534350071396,-31.45605188601772
367133489,-10,-38.16797904923579,145.10540305029446,-31.45605188601772
367133489,0,-38.1680559,145.1054626,148.5443390383626
367133527,0,-38.1647542,145.1028633,61.005296432250184
367133527,10,-38.16471053054033,145.1029631069323,61.005296432250184
367133527,20,-38.16466686099553,145.10306291374548,61.005296432250184
367133531,-20,-38.16427507813272,145.10349431102523,-157.59388634980675
367133531,-10,-38.164191789075005,145.10353780556207,-157.59388634980675
367133531,0,-38.1641085,145.1035813,21.63812760552456
367133531,10,-38.16402462883889,145.10362296131837,21.414049911761005
367133531,20,-38.16394075766179,145.1036646225413,21.414049911761005
367133532,-20,-38.16307134273342,145.10409647981956,-158.5863199060134
367133532,-10,-38.1629874713747,145.1041381399575,-158.5863199060134
367133532,0,-38.1629036,145.1041798,21.207470289248846
367133532,10,-38.16281937485469,145.1042202988572,20.78875767910264
367133532,20,-38.16273514969419,145.10426079762124,20.78875767910264
367133540,-20,-38.162114739699796,145.10542411738402,-81.2981436864174
367133540,-10,-38.162128369904075,145.105536908671,-81.2981436864174
367133540,0,-38.162142,145.1056497,97.66233819899662
367133540,10,-38.16215312064249,145.10576293217085,97.09063243527005
367133540,20,-38.16216424117578,145.10587616437613,97.09063243527005
367133541,-20,-38.16223856072051,145.10663293502648,-82.91011502604904
367133541,-10,-38.16224968041485,145.10674616749606,-82.91011502604904
367133541,0,-38.1622608,145.1068594,97.79054293066389
367133541,10,-38.162273791477084,145.10697231236617,98.29126912302173
367133541,20,-38.162286782845584,145.10708522477245,98.29126912302173
768939484,-20,-38.1626536343247,145.10898131679244,-30.925556354542405
768939484,-10,-38.1627309171775,145.10903995833434,-30.925556354542405
768939484,0,-38.1628082,145.1090986,149.0776144672768
768939484,10,-38.1628678,145.10914379999997,149.08794201912497
768939484,20,-38.1628678,145.10914379999997,149.08794201912497
