filename,prefix,frame_num,lat,lon,altitude,heading,left_lane_pixels_bottom,left_lane_pixels_top
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_frankston\split\FILE210926-101400F_1020.png,FILE210926-101400F,1020,-38.1735600,145.1080100,84.900000,309.610000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_frankston\split\FILE210926-101400F_1032.png,FILE210926-101400F,1032,-38.1735510,145.1079926,84.900000,307.990000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_frankston\split\FILE210926-101400F_1044.png,FILE210926-101400F,1044,-38.1735420,145.1079752,84.900000,306.370000,134.91,12.93
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_frankston\split\FILE210926-101400F_1056.png,FILE210926-101400F,1056,-38.1735330,145.1079578,84.900000,304.750000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_frankston\split\FILE210926-101400F_1068.png,FILE210926-101400F,1068,-38.1735240,145.1079404,84.900000,303.130000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_frankston\split\FILE210926-101400F_1080.png,FILE210926-101400F,1080,-38.1735150,145.1079230,84.900000,301.510000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_frankston\split\FILE210926-101400F_1092.png,FILE210926-101400F,1092,-38.1735044,145.1079086,84.900000,303.488000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_frankston\split\FILE210926-101400F_1104.png,FILE210926-101400F,1104,-38.1734938,145.1078942,84.900000,305.466000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_frankston\split\FILE210926-101400F_1116.png,FILE210926-101400F,1116,-38.1734832,145.1078798,84.900000,307.444000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_frankston\split\FILE210926-101400F_1128.png,FILE210926-101400F,1128,-38.1734726,145.1078654,84.900000,309.422000,233.64,23.45
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_frankston\split\FILE210926-101400F_1140.png,FILE210926-101400F,1140,-38.1734620,145.1078510,84.900000,311.400000,259.54,22.95
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_frankston\split\FILE210926-101400F_1152.png,FILE210926-101400F,1152,-38.1734504,145.1078398,84.900000,314.538000,174.47,49.79
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_frankston\split\FILE210926-101400F_1164.png,FILE210926-101400F,1164,-38.1734388,145.1078286,84.900000,317.676000,214.07,59.01
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_frankston\split\FILE210926-101400F_1176.png,FILE210926-101400F,1176,-38.1734272,145.1078174,84.900000,320.814000,236.07,60.26
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_frankston\split\FILE210926-101400F_1188.png,FILE210926-101400F,1188,-38.1734156,145.1078062,84.900000,323.952000,206.05,75.91
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_frankston\split\FILE210926-101400F_1200.png,FILE210926-101400F,1200,-38.1734040,145.1077950,84.900000,327.090000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_frankston\split\FILE210926-101400F_1212.png,FILE210926-101400F,1212,-38.1733920,145.1077962,84.900000,333.432000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_frankston\split\FILE210926-101400F_1224.png,FILE210926-101400F,1224,-38.1733800,145.1077974,84.900000,339.774000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_frankston\split\FILE210926-101400F_1236.png,FILE210926-101400F,1236,-38.1733680,145.1077986,84.900000,346.116000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_frankston\split\FILE210926-101400F_1248.png,FILE210926-101400F,1248,-38.1733560,145.1077998,84.900000,352.458000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_frankston\split\FILE210926-101400F_1260.png,FILE210926-101400F,1260,-38.1733440,145.1078010,84.900000,358.800000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_frankston\split\FILE210926-101400F_1272.png,FILE210926-101400F,1272,-38.1733346,145.1078106,84.900000,294.272000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_frankston\split\FILE210926-101400F_1284.png,FILE210926-101400F,1284,-38.1733252,145.1078202,84.900000,229.744000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_frankston\split\FILE210926-101400F_1296.png,FILE210926-101400F,1296,-38.1733158,145.1078298,84.900000,165.216000,205.94,49.47
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_frankston\split\FILE210926-101400F_1308.png,FILE210926-101400F,1308,-38.1733064,145.1078394,84.900000,100.688000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_frankston\split\FILE210926-101400F_1320.png,FILE210926-101400F,1320,-38.1732970,145.1078490,84.900000,36.160000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_frankston\split\FILE210926-101400F_1332.png,FILE210926-101400F,1332,-38.1732936,145.1078634,84.900000,43.236000,236.25,100.27
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_frankston\split\FILE210926-101400F_1344.png,FILE210926-101400F,1344,-38.1732902,145.1078778,84.900000,50.312000,198.94,3.35
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_frankston\split\FILE210926-101400F_1356.png,FILE210926-101400F,1356,-38.1732868,145.1078922,84.900000,57.388000,238.65,60.33
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_frankston\split\FILE210926-101400F_1368.png,FILE210926-101400F,1368,-38.1732834,145.1079066,84.900000,64.464000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_frankston\split\FILE210926-101400F_1380.png,FILE210926-101400F,1380,-38.1732800,145.1079210,84.900000,71.540000,0.00,0.00
