filename,prefix,frame_num,lat,lon,altitude,heading,left_lane_pixels_bottom,left_lane_pixels_top
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_0756.png,FILE210924-100801F,756,-38.2012716,145.1030204,130.500000,326.270000,220.88,31.54
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_0768.png,FILE210924-100801F,768,-38.2012608,145.1030112,130.500000,326.230000,212.48,12.14
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_0780.png,FILE210924-100801F,780,-38.2012500,145.1030020,130.500000,326.190000,209.12,31.50
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_0792.png,FILE210924-100801F,792,-38.2012364,145.1029922,130.500000,327.390000,210.83,14.95
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_0804.png,FILE210924-100801F,804,-38.2012228,145.1029824,130.500000,328.590000,187.75,18.59
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_0816.png,FILE210924-100801F,816,-38.2012092,145.1029726,130.500000,329.790000,236.52,2.99
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_0828.png,FILE210924-100801F,828,-38.2011956,145.1029628,130.500000,330.990000,248.27,4.10
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_0840.png,FILE210924-100801F,840,-38.2011820,145.1029530,130.500000,332.190000,244.14,30.53
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_0852.png,FILE210924-100801F,852,-38.2011672,145.1029410,130.500000,331.484000,255.36,11.86
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_0864.png,FILE210924-100801F,864,-38.2011524,145.1029290,130.500000,330.778000,228.30,16.28
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_0876.png,FILE210924-100801F,876,-38.2011376,145.1029170,130.500000,330.072000,192.37,10.82
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_0888.png,FILE210924-100801F,888,-38.2011228,145.1029050,130.500000,329.366000,148.35,37.49
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_0900.png,FILE210924-100801F,900,-38.2011080,145.1028930,130.500000,328.660000,277.51,67.06
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_0912.png,FILE210924-100801F,912,-38.2010910,145.1028804,130.500000,328.806000,187.00,96.33
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_0924.png,FILE210924-100801F,924,-38.2010740,145.1028678,130.500000,328.952000,249.86,36.77
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_0936.png,FILE210924-100801F,936,-38.2010570,145.1028552,130.500000,329.098000,224.63,20.20
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_0948.png,FILE210924-100801F,948,-38.2010400,145.1028426,130.500000,329.244000,235.50,67.94
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_0960.png,FILE210924-100801F,960,-38.2010230,145.1028300,130.500000,329.390000,309.66,134.67
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_0972.png,FILE210924-100801F,972,-38.2010066,145.1028162,130.500000,328.898000,195.67,79.78
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_0984.png,FILE210924-100801F,984,-38.2009902,145.1028024,130.500000,328.406000,260.79,153.32
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_0996.png,FILE210924-100801F,996,-38.2009738,145.1027886,130.500000,327.914000,249.42,104.23
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_1008.png,FILE210924-100801F,1008,-38.2009574,145.1027748,130.500000,327.422000,202.45,134.72
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_1020.png,FILE210924-100801F,1020,-38.2009410,145.1027610,130.500000,326.930000,171.96,39.80
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_1032.png,FILE210924-100801F,1032,-38.2009256,145.1027464,130.500000,326.556000,221.98,78.42
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_1044.png,FILE210924-100801F,1044,-38.2009102,145.1027318,130.500000,326.182000,208.88,71.65
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_1056.png,FILE210924-100801F,1056,-38.2008948,145.1027172,130.500000,325.808000,228.63,69.52
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_1068.png,FILE210924-100801F,1068,-38.2008794,145.1027026,130.500000,325.434000,213.50,62.62
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_1080.png,FILE210924-100801F,1080,-38.2008640,145.1026880,130.500000,325.060000,167.80,52.63
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_1092.png,FILE210924-100801F,1092,-38.2008476,145.1026740,130.500000,325.392000,181.66,64.92
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_1104.png,FILE210924-100801F,1104,-38.2008312,145.1026600,130.500000,325.724000,174.27,62.96
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_1116.png,FILE210924-100801F,1116,-38.2008148,145.1026460,130.500000,326.056000,171.55,58.05
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_1128.png,FILE210924-100801F,1128,-38.2007984,145.1026320,130.500000,326.388000,180.22,65.62
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_1140.png,FILE210924-100801F,1140,-38.2007820,145.1026180,130.500000,326.720000,166.89,56.71
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_1152.png,FILE210924-100801F,1152,-38.2007660,145.1026052,130.500000,326.838000,164.19,50.13
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_1164.png,FILE210924-100801F,1164,-38.2007500,145.1025924,130.500000,326.956000,178.19,71.43
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_1176.png,FILE210924-100801F,1176,-38.2007340,145.1025796,130.500000,327.074000,191.44,67.73
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_1188.png,FILE210924-100801F,1188,-38.2007180,145.1025668,130.500000,327.192000,144.61,26.45
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_1200.png,FILE210924-100801F,1200,-38.2007020,145.1025540,130.500000,327.310000,201.87,54.96
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_1212.png,FILE210924-100801F,1212,-38.2006882,145.1025430,130.500000,327.482000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_1224.png,FILE210924-100801F,1224,-38.2006744,145.1025320,130.500000,327.654000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_1236.png,FILE210924-100801F,1236,-38.2006606,145.1025210,130.500000,327.826000,199.22,57.32
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_1248.png,FILE210924-100801F,1248,-38.2006468,145.1025100,130.500000,327.998000,141.13,50.78
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_1260.png,FILE210924-100801F,1260,-38.2006330,145.1024990,130.500000,328.170000,164.18,62.58
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_1272.png,FILE210924-100801F,1272,-38.2006216,145.1024884,130.500000,327.124000,171.06,57.76
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_1284.png,FILE210924-100801F,1284,-38.2006102,145.1024778,130.500000,326.078000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_1296.png,FILE210924-100801F,1296,-38.2005988,145.1024672,130.500000,325.032000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_1308.png,FILE210924-100801F,1308,-38.2005874,145.1024566,130.500000,323.986000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_1320.png,FILE210924-100801F,1320,-38.2005760,145.1024460,130.500000,322.940000,459.85,134.48
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_1332.png,FILE210924-100801F,1332,-38.2005684,145.1024340,130.500000,319.604000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_1344.png,FILE210924-100801F,1344,-38.2005608,145.1024220,130.500000,316.268000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_1356.png,FILE210924-100801F,1356,-38.2005532,145.1024100,130.500000,312.932000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_1368.png,FILE210924-100801F,1368,-38.2005456,145.1023980,130.500000,309.596000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_1380.png,FILE210924-100801F,1380,-38.2005380,145.1023860,130.500000,306.260000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_1392.png,FILE210924-100801F,1392,-38.2005354,145.1023706,130.500000,302.930000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_1404.png,FILE210924-100801F,1404,-38.2005328,145.1023552,130.500000,299.600000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_1416.png,FILE210924-100801F,1416,-38.2005302,145.1023398,130.500000,296.270000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_1428.png,FILE210924-100801F,1428,-38.2005276,145.1023244,130.500000,292.940000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_1440.png,FILE210924-100801F,1440,-38.2005250,145.1023090,130.500000,289.610000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_1452.png,FILE210924-100801F,1452,-38.2005266,145.1022958,130.500000,283.244000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_1464.png,FILE210924-100801F,1464,-38.2005282,145.1022826,130.500000,276.878000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_1476.png,FILE210924-100801F,1476,-38.2005298,145.1022694,130.500000,270.512000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_1488.png,FILE210924-100801F,1488,-38.2005314,145.1022562,130.500000,264.146000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_1500.png,FILE210924-100801F,1500,-38.2005330,145.1022430,130.500000,257.780000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_1512.png,FILE210924-100801F,1512,-38.2005380,145.1022314,130.500000,254.862000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_1524.png,FILE210924-100801F,1524,-38.2005430,145.1022198,130.500000,251.944000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_1536.png,FILE210924-100801F,1536,-38.2005480,145.1022082,130.500000,249.026000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_1548.png,FILE210924-100801F,1548,-38.2005530,145.1021966,130.500000,246.108000,0.00,0.00
E:\TensorFlow2\TFODCourse\minor_thesis\data_sources\dashcam_tour_mount_eliza\split\FILE210924-100801F_1560.png,FILE210924-100801F,1560,-38.2005580,145.1021850,130.500000,243.190000,160.54,139.14
